1479504250862555460.jpg	Out:	car	0.99990356	[858.5215759277344, 587.5540852546692, 1011.3632583618164, 719.0725564956665]
1479504250862555460.jpg	Out:	car	0.99977547	[76.65255546569824, 551.5001893043518, 407.2898197174072, 749.7172594070435]
1479504250862555460.jpg	Out:	car	0.99964833	[428.13915252685547, 525.5497455596924, 715.5571746826172, 755.1976203918457]
1479504250862555460.jpg	Out:	car	0.9970367	[768.1101608276367, 592.7222728729248, 825.6394958496094, 636.0905170440674]
1479504250862555460.jpg	Out:	car	0.9750473	[1095.5609893798828, 589.2089009284973, 1188.8312530517578, 669.4218635559082]
1479504250862555460.jpg	Out:	car	0.8078313	[379.6889019012451, 571.057140827179, 471.66152000427246, 661.3607883453369]
1479504250862555460.jpg	Out:	car	0.7836784	[808.4902954101562, 596.981942653656, 835.7815933227539, 631.2447309494019]
1479504250862555460.jpg	Out:	car	0.4395313	[354.8591423034668, 580.323314666748, 411.52318954467773, 667.9492950439453]
1479504250862555460.jpg	Out:	pedestrian	0.9763391	[1690.7826232910156, 545.2939867973328, 1737.480697631836, 673.067307472229]
1479504250862555460.jpg	Out:	pedestrian	0.9558214	[1654.7013473510742, 556.5105199813843, 1698.3811569213867, 670.6847906112671]
1479505638955873299.jpg	Out:	car	0.99993443	[668.4681701660156, 557.1740984916687, 740.7686233520508, 620.2537536621094]
1479505638955873299.jpg	Out:	car	0.999856	[825.4360771179199, 571.5801358222961, 916.3487434387207, 634.6465587615967]
1479505638955873299.jpg	Out:	car	0.999566	[1632.5078201293945, 583.5843086242676, 1921.911849975586, 768.1197166442871]
1479505638955873299.jpg	Out:	car	0.9992219	[1048.187484741211, 577.1810173988342, 1134.6450805664062, 644.0377235412598]
1479505638955873299.jpg	Out:	car	0.9987355	[1096.563720703125, 576.3432741165161, 1240.4631042480469, 653.9679765701294]
1479505638955873299.jpg	Out:	car	0.9975061	[234.9601936340332, 590.940535068512, 314.64832305908203, 659.3639373779297]
1479505638955873299.jpg	Out:	car	0.99737346	[778.0838012695312, 577.893877029419, 833.1075668334961, 618.6060190200806]
1479505638955873299.jpg	Out:	car	0.9966304	[410.3423309326172, 574.7111678123474, 455.2035140991211, 606.3682794570923]
1479505638955873299.jpg	Out:	car	0.99115646	[612.9918479919434, 580.4340362548828, 660.0517845153809, 611.0471248626709]
1479505638955873299.jpg	Out:	car	0.9860722	[288.4831237792969, 575.5955815315247, 373.0271530151367, 641.3612365722656]
1479505638955873299.jpg	Out:	car	0.9859308	[128.91766548156738, 590.2857184410095, 262.64265060424805, 679.4785737991333]
1479505638955873299.jpg	Out:	car	0.97456443	[535.6619453430176, 573.5167264938354, 590.031566619873, 610.7175350189209]
1479505638955873299.jpg	Out:	car	0.70071375	[586.5163993835449, 575.9363651275635, 620.8368873596191, 609.7757577896118]
1479505638955873299.jpg	Out:	pedestrian	0.35339436	[1700.9905242919922, 548.3126163482666, 1751.6461944580078, 624.151611328125]
1479501520681228118.jpg	Out:	car	0.99985874	[499.6301078796387, 569.0825343132019, 652.0618629455566, 687.4981641769409]
1479501520681228118.jpg	Out:	car	0.99972016	[1479.0137100219727, 567.5658345222473, 1838.0695724487305, 700.7148027420044]
1479501520681228118.jpg	Out:	car	0.9997025	[1320.9003067016602, 602.7244806289673, 1528.7753677368164, 693.4227705001831]
1479501520681228118.jpg	Out:	car	0.9991473	[435.28075218200684, 626.528263092041, 551.8224334716797, 696.721887588501]
1479501520681228118.jpg	Out:	car	0.9757264	[3.1442713737487793, 529.9937009811401, 77.70543336868286, 819.0877676010132]
1479501520681228118.jpg	Out:	car	0.97155267	[638.3848571777344, 635.816502571106, 688.4093856811523, 684.5494508743286]
1479501520681228118.jpg	Out:	car	0.930926	[669.4925880432129, 635.9387397766113, 707.9034233093262, 679.9170970916748]
1479505721963788579.jpg	Out:	car	0.99984694	[-3.7369251251220703, 456.98540210723877, 529.039421081543, 884.8935842514038]
1479505721963788579.jpg	Out:	car	0.9997955	[783.1172561645508, 539.5998001098633, 857.9128646850586, 601.8229722976685]
1479505721963788579.jpg	Out:	car	0.9996247	[880.1710510253906, 494.10585165023804, 1081.985092163086, 682.9617977142334]
1479505721963788579.jpg	Out:	car	0.99939406	[1596.3216018676758, 503.6780118942261, 1920.9228515625, 903.5124063491821]
1479505721963788579.jpg	Out:	car	0.999201	[430.4564666748047, 485.12678146362305, 689.7457122802734, 736.0748291015625]
1479505721963788579.jpg	Out:	car	0.9983802	[1281.9520568847656, 504.2560815811157, 1552.0793151855469, 704.6221017837524]
1479505721963788579.jpg	Out:	car	0.9902919	[1228.8370513916016, 549.3390083312988, 1307.8715515136719, 655.2495002746582]
1479505721963788579.jpg	Out:	car	0.9888421	[630.8246040344238, 519.4836258888245, 752.4106407165527, 683.1358909606934]
1479505721963788579.jpg	Out:	car	0.936797	[710.3754043579102, 531.104850769043, 798.8801193237305, 664.7671222686768]
1479505721963788579.jpg	Out:	car	0.93261844	[1538.5013580322266, 542.6088452339172, 1667.4128723144531, 604.8392057418823]
1479504732394521240.jpg	Out:	car	0.9993388	[1508.1816101074219, 535.5676889419556, 1688.5478210449219, 621.023440361023]
1479504732394521240.jpg	Out:	car	0.9990313	[1068.8075637817383, 547.7667689323425, 1138.9484024047852, 601.3874530792236]
1479504732394521240.jpg	Out:	car	0.9989712	[967.5826263427734, 529.1186571121216, 1050.2368927001953, 610.8191728591919]
1479504732394521240.jpg	Out:	car	0.9988281	[1252.4143981933594, 524.9649167060852, 1464.0531921386719, 664.2323970794678]
1479504732394521240.jpg	Out:	car	0.9950394	[1144.5255661010742, 526.0069370269775, 1214.1273880004883, 600.4170656204224]
1479504732394521240.jpg	Out:	car	0.99121666	[1178.4508895874023, 546.4669704437256, 1252.3540878295898, 607.6884984970093]
1479504732394521240.jpg	Out:	car	0.97081393	[611.5097808837891, 576.5326380729675, 677.6617813110352, 604.8758268356323]
1479504732394521240.jpg	Out:	car	0.6912765	[706.0015296936035, 572.3075866699219, 764.300479888916, 604.7991514205933]
1479502912771848807.jpg	Out:	car	0.99934274	[893.3148193359375, 556.7948698997498, 1027.7071380615234, 665.8803462982178]
1479502912771848807.jpg	Out:	car	0.99062634	[415.6872367858887, 581.3929438591003, 477.8144645690918, 624.164628982544]
1479502912771848807.jpg	Out:	car	0.9731723	[594.7940254211426, 577.8454184532166, 646.5685844421387, 613.2196426391602]
1479502912771848807.jpg	Out:	car	0.943069	[874.4490051269531, 563.3455038070679, 912.0229339599609, 602.5866508483887]
1479502912771848807.jpg	Out:	car	0.9060755	[8.993421792984009, 587.3166561126709, 96.8040418624878, 650.3086566925049]
1479502912771848807.jpg	Out:	car	0.6616168	[224.16911602020264, 592.6521420478821, 287.13589668273926, 635.4968547821045]
1479502782263330993.jpg	Out:	car	0.999728	[903.6344718933105, 543.7261819839478, 1032.674789428711, 666.6729211807251]
1479502782263330993.jpg	Out:	car	0.99944395	[340.9965419769287, 551.8897533416748, 653.1163787841797, 753.8513660430908]
1479502782263330993.jpg	Out:	car	0.99932146	[808.5453987121582, 560.1876497268677, 874.5398139953613, 617.1860933303833]
1479502782263330993.jpg	Out:	car	0.9985696	[156.8349266052246, 572.2678542137146, 286.2938976287842, 638.6235237121582]
1479502782263330993.jpg	Out:	car	0.90376866	[1388.763198852539, 553.4160375595093, 1443.9791107177734, 594.9995756149292]
1479502782263330993.jpg	Out:	car	0.7293469	[296.6996955871582, 577.467155456543, 376.36688232421875, 620.3748464584351]
1479498730987461870.jpg	Out:	car	0.9998975	[845.4095077514648, 511.8614673614502, 1005.2873611450195, 675.939130783081]
1479498730987461870.jpg	Out:	car	0.99926716	[0.5742001533508301, 542.1940684318542, 180.90977668762207, 705.2061080932617]
1479498730987461870.jpg	Out:	car	0.9990994	[134.44915294647217, 517.0337319374084, 566.3555145263672, 792.8763628005981]
1479498730987461870.jpg	Out:	car	0.99835867	[543.7201881408691, 505.12311458587646, 718.9763832092285, 673.945426940918]
1479498730987461870.jpg	Out:	car	0.9955503	[1469.5231246948242, 556.525468826294, 1911.138038635254, 867.9918766021729]
1479498730987461870.jpg	Out:	car	0.99004596	[1008.9303588867188, 553.9293766021729, 1132.8755950927734, 617.3496007919312]
1479498730987461870.jpg	Out:	car	0.98846287	[753.1777381896973, 558.5732102394104, 784.7345924377441, 592.0048356056213]
1479498730987461870.jpg	Out:	car	0.9606767	[1830.9540939331055, 608.4733486175537, 1922.365951538086, 931.4136028289795]
1479502592250716699.jpg	Out:	car	0.99959975	[-14.160947799682617, 446.8452215194702, 519.7293090820312, 826.1730909347534]
1479502592250716699.jpg	Out:	car	0.99944586	[585.5868530273438, 415.2697205543518, 1265.7447052001953, 1000.7264614105225]
1479502592250716699.jpg	Out:	car	0.9993017	[1233.0255889892578, 525.9691715240479, 1446.6474151611328, 721.5757369995117]
1479502592250716699.jpg	Out:	car	0.9988637	[398.1650733947754, 475.1112699508667, 637.2762107849121, 729.7517538070679]
1479502592250716699.jpg	Out:	car	0.9988299	[0.8278906345367432, 613.2092714309692, 112.40190982818604, 997.2672700881958]
1479502592250716699.jpg	Out:	car	0.99872226	[1444.4729232788086, 78.3117413520813, 1935.17578125, 992.2157764434814]
1479502592250716699.jpg	Out:	car	0.8406047	[607.7296257019043, 523.0938076972961, 661.7623329162598, 572.2735047340393]
1479506134968988977.jpg	Out:	car	0.9998659	[1082.0012283325195, 538.2725715637207, 1178.412208557129, 628.9319515228271]
1479506134968988977.jpg	Out:	car	0.9975435	[931.0277938842773, 547.199821472168, 969.5809936523438, 583.239483833313]
1479506134968988977.jpg	Out:	car	0.9971576	[818.4257698059082, 550.0723242759705, 871.2109565734863, 591.5989279747009]
1479506134968988977.jpg	Out:	car	0.9182772	[1060.9120559692383, 540.982174873352, 1105.462532043457, 611.8281841278076]
1479506134968988977.jpg	Out:	car	0.83714217	[850.825023651123, 546.7675566673279, 886.5056419372559, 587.5008702278137]
1479504284861721227.jpg	Out:	car	0.99976593	[1179.473648071289, 516.2201642990112, 1325.493392944336, 661.3950490951538]
1479504284861721227.jpg	Out:	car	0.9991941	[843.3896255493164, 543.776285648346, 1091.7103958129883, 759.5129728317261]
1479504284861721227.jpg	Out:	car	0.9989618	[1367.9342651367188, 515.2577519416809, 1478.3960723876953, 571.7203974723816]
1479504284861721227.jpg	Out:	car	0.99891174	[699.0549087524414, 546.13037109375, 839.0600967407227, 655.2197456359863]
1479504284861721227.jpg	Out:	car	0.9966151	[3.195633888244629, 508.4740877151489, 94.69262838363647, 804.3130159378052]
1479504284861721227.jpg	Out:	car	0.9950801	[154.52805519104004, 556.0152411460876, 286.8963432312012, 605.4192781448364]
1479504284861721227.jpg	Out:	car	0.97634095	[269.94481086730957, 547.8284239768982, 376.74817085266113, 594.1452383995056]
1479504284861721227.jpg	Out:	car	0.9747532	[915.1984977722168, 515.2018904685974, 1085.0706481933594, 615.5582427978516]
1479504284861721227.jpg	Out:	car	0.96211934	[1641.1539459228516, 518.894362449646, 1749.8792266845703, 581.5756559371948]
1479504284861721227.jpg	Out:	car	0.5972952	[778.6618423461914, 545.5922484397888, 856.6486358642578, 622.82874584198]
1479503400805967490.jpg	Out:	car	0.99953735	[1210.469856262207, 509.81833934783936, 1519.8583602905273, 730.2155256271362]
1479503400805967490.jpg	Out:	car	0.9990671	[1006.8926239013672, 533.5044980049133, 1096.2989044189453, 613.3362293243408]
1479503400805967490.jpg	Out:	car	0.99761754	[712.6814460754395, 472.475266456604, 1037.2109985351562, 780.0957441329956]
1479504746395674235.jpg	Out:	car	0.99976414	[910.7910919189453, 552.62850522995, 984.1265487670898, 614.211916923523]
1479504746395674235.jpg	Out:	car	0.99922633	[-3.967165946960449, 555.3624987602234, 236.7280912399292, 695.7502841949463]
1479504746395674235.jpg	Out:	car	0.99237716	[865.9212684631348, 559.4957828521729, 908.5175514221191, 593.3054208755493]
1479504746395674235.jpg	Out:	car	0.77990484	[436.371488571167, 554.938817024231, 503.3379936218262, 585.2055788040161]
1479504746395674235.jpg	Out:	car	0.35419622	[496.7376708984375, 547.9626059532166, 557.3058700561523, 584.1816544532776]
1479504746395674235.jpg	Out:	car	0.33830646	[408.3450222015381, 556.5823316574097, 474.7676753997803, 584.3409776687622]
1479504746395674235.jpg	Out:	pedestrian	0.99958366	[1271.7312240600586, 536.7851972579956, 1299.4547653198242, 620.0140714645386]
1479504746395674235.jpg	Out:	pedestrian	0.9969502	[714.6231079101562, 534.5656871795654, 758.2993698120117, 659.4132900238037]
1479504746395674235.jpg	Out:	pedestrian	0.9724401	[1504.9460220336914, 526.5616536140442, 1536.2559127807617, 606.1353921890259]
1479500627117684117.jpg	Out:	car	0.9988733	[-2.028071880340576, 482.49624967575073, 214.7834587097168, 762.2177839279175]
1479500627117684117.jpg	Out:	car	0.99886	[572.8096961975098, 565.7931804656982, 667.5128746032715, 638.545560836792]
1479500627117684117.jpg	Out:	car	0.99488467	[1408.3624649047852, 538.1930351257324, 1466.6399002075195, 572.8610515594482]
1479500627117684117.jpg	Out:	car	0.45957556	[482.7707290649414, 570.2495455741882, 543.4635543823242, 601.3629198074341]
1479500627117684117.jpg	Out:	pedestrian	0.9418825	[1608.991355895996, 519.8569536209106, 1652.739601135254, 624.2646932601929]
1479502861766455522.jpg	Out:	car	0.99978703	[823.6328315734863, 568.0922269821167, 1001.9168472290039, 709.7447633743286]
1479502861766455522.jpg	Out:	car	0.99961275	[611.8833160400391, 570.8818674087524, 753.0536270141602, 672.1906900405884]
1479502861766455522.jpg	Out:	car	0.99952173	[210.58874130249023, 556.9254398345947, 403.24607849121094, 669.7965145111084]
1479502861766455522.jpg	Out:	car	0.99909866	[767.5150680541992, 563.7402534484863, 838.0691528320312, 633.6302518844604]
1479502861766455522.jpg	Out:	car	0.99899083	[109.64120864868164, 593.6646580696106, 223.7146282196045, 653.6323070526123]
1479502861766455522.jpg	Out:	car	0.9971449	[410.6422519683838, 567.0581817626953, 536.7073059082031, 652.5435447692871]
1479502861766455522.jpg	Out:	car	0.98523	[529.9306297302246, 560.8393907546997, 624.4354820251465, 635.9631299972534]
1479502861766455522.jpg	Out:	car	0.9035004	[-0.2360934019088745, 606.0657262802124, 38.71881723403931, 643.0350065231323]
1479502861766455522.jpg	Out:	car	0.86784303	[23.11519503593445, 598.3131408691406, 129.25652503967285, 639.9403095245361]
1479502861766455522.jpg	Out:	car	0.33793268	[729.5393943786621, 578.911542892456, 765.710620880127, 608.2011222839355]
1479502104218719577.jpg	Out:	car	0.9999404	[530.7576370239258, 566.2822365760803, 695.7657623291016, 684.5470905303955]
1479502104218719577.jpg	Out:	car	0.99989235	[467.0665168762207, 575.4766702651978, 568.0678367614746, 665.4342412948608]
1479502104218719577.jpg	Out:	car	0.99987924	[845.9026336669922, 549.5892405509949, 944.5080184936523, 635.0403070449829]
1479502104218719577.jpg	Out:	car	0.99946445	[374.2449760437012, 571.4655876159668, 497.3335647583008, 664.7050380706787]
1479502104218719577.jpg	Out:	car	0.9994548	[1021.4674758911133, 564.1541004180908, 1089.7529983520508, 624.7199535369873]
